category,layer,head_idx,mean_effect,median_effect,se,n,p_value,fdr_significant
A,18,4,0.01213135333405499,0.010461659191970177,0.0026047389294416253,40,6.459667929448187e-07,True
A,18,5,-0.001453179624762005,-0.0014680486558569027,0.000936197667644851,40,0.06616061626664305,False
A,18,6,0.05046102007706742,0.0367146693681452,0.006874761402339611,40,6.002665031701326e-11,True
A,18,7,-2.182154587266322e-05,0.00012301068611620154,0.00014311722991228727,40,0.7749952346202917,False
A,18,8,0.01634480217319358,0.019009350322730236,0.0035794521734746248,40,0.00012320928908593487,True
A,18,9,-0.007972406989936068,-0.007674767605144612,0.0017997056478329132,40,3.295479837106541e-05,True
A,18,10,0.0034916372974552424,0.002412293177706898,0.0032828015869250603,40,0.3073915451623179,False
A,18,11,-0.0004919419723563894,0.004507230404609156,0.0039298625824587315,40,0.5099141109240009,False
A,18,12,0.10257280394586407,0.020852540156896505,0.024492500216602785,40,5.06388460053131e-08,True
A,18,13,0.07085491304567598,0.011762342403317118,0.0201470125724934,40,1.4051875041332096e-06,True
A,18,14,0.0063545872874891714,0.0018330217965907768,0.002297517622968408,40,0.004052109774420387,True
A,18,15,0.00016826050830325386,0.0007623079333239216,0.0007654509599917621,40,0.7446043581785489,False
A,19,0,-0.0004983659814855535,-0.0003776728825497605,0.000263852716186811,40,0.046610625882749446,False
A,19,1,0.001972163162846125,0.00028423957114457775,0.001485065743897676,40,0.48452077669571736,False
A,19,2,0.0038791902024144453,0.002845897450058285,0.0017862132018646576,40,0.046610625882749446,False
A,19,3,-0.001988127894874261,-0.0010946530440029568,0.0020213725475801787,40,0.5013747400735156,False
A,19,4,0.0014994582754767603,0.00042824186849857785,0.0005678542539274876,40,0.006955192886380246,True
